Study Id,Title,Abstract,Year,Reference Type,Journal,First Author,Author Address,Inclusion Status,ScreeningInfo.Inclusion
2ef97335-16c6-459f-a4a5-78c295f32bad,notch3 is essential for oligodendrocyte development and vascular integrity in zebrafish,"Mutations in the human NOTCH3 gene cause CADASIL syndrome (cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy). CADASIL is an inherited small vessel disease characterized by diverse clinical manifestations including vasculopathy, neurodegeneration and dementia. Here we report two mutations in the zebrafish notch3 gene, one identified in a previous screen for mutations with reduced expression of myelin basic protein (mbp) and another caused by a retroviral insertion. Reduced mbp expression in notch3 mutant embryos is associated with fewer oligodendrocyte precursor cells (OPCs). Despite an early neurogenic phenotype, mbp expression recovered at later developmental stages and some notch3 homozygous mutants survived to adulthood. These mutants, as well as adult zebrafish carrying both mutant alleles together, displayed a striking stress-associated accumulation of blood in the head and fins. Histological analysis of mutant vessels revealed vasculopathy, including: an enlargement (dilation) of vessels in the telencephalon and fin, disorganization of the normal stereotyped arrangement of vessels in the fin, and an apparent loss of arterial morphological structure. Expression of hey1, a well-known transcriptional target of Notch signaling, was greatly reduced in notch3 mutant fins, suggesting that Notch3 acts via a canonical Notch signaling pathway to promote normal vessel structure. Ultrastructural analysis confirmed the presence of dilated vessels in notch3 mutant fins and revealed that the vessel walls of presumed arteries showed signs of deterioration. Gaps in the arterial wall and the presence of blood cells outside of vessels in mutants indicated that compromised vessel structure led to hemorrhage. In notch3 heterozygotes, we found elevated expression of both notch3 itself and target genes, indicating that specific alterations in gene expression due to partial loss of Notch3 function might contribute to the abnormalities observed in heterozygous larvae and adults. Our analysis of zebrafish notch3 mutants indicates that Notch3 regulates OPC development and mbp gene expression in larvae, and maintains vascular integrity in adults.",2013,Journal Article,Dis Model Mech,A. Zaucker,"Department of Developmental and Molecular Biology, Albert Einstein College of Medicine, 1300 Morris Park Avenue, Bronx, NY 10461, USA.",Excluded,0
2f30d2dc-cc15-4591-8032-f222841e129b,Intracranial aneurysms in patients with internal carotid artery occlusion: management and outcome in 22 cases,"BACKGROUND: There is little information about clinical characteristics, management, and outcome of patients with intracranial aneurysms and internal carotid artery occlusion. We will describe clinical characteristics, treatment and outcome of patients with coexistent internal carotid artery occlusion and intracranial aneurysms. METHODS: We conducted a retrospective chart review of 22 patients (eight males and 14 females) with coexistent internal carotid artery (ICA) occlusion and intracranial aneurysms. RESULTS: This series includes 14 females and eight males with a mean age of 63 years (range, 49 to 80). These patients harbored a total of 35 aneurysms, which were located on the same side of the ICA occlusion in five cases, on the contralateral side in 20 cases, while in ten cases the aneurysm had a midline location (AcomA 9, Basilar tip 1). Treatment consisted of surgery for eight aneurysms and endovascular embolization for 13 aneurysms. No invasive treatment was recommended for 14 aneurysms (eight patients with single aneurysm). No permanent perioperative or periprocedural complications occurred in the selected group of patients undergoing invasive treatment. At a mean follow-up of 57 months (range, 3-203), no patient had a subarachnoid hemorrhage and three patients had died of causes not related to the aneurysm. CONCLUSION: Surgical and endovascular treatment can be accomplished safely in selected patients with coexistent ICA occlusion and intracranial aneurysms. Conservative treatment is a valid alternative, especially in elderly patients or in patients with very small aneurysms, especially if not located along the collateral pathway.",2013,Journal Article,Acta Neurochir (Wien),E. Crobeddu,"Division of Neurosurgery, Department of Neuroscience, University of Turin, Turin, Italy.",Excluded,0
2ff638c8-8fe4-4288-acc9-a145cafb308c,Gadd45b Mediates Axonal Plasticity and Subsequent Functional Recovery After Experimental Stroke in Rats,"Stroke causes devastating and irreversible losses of neurological function with subsequent slow and incomplete recovery of lost brain functions, because of the brain's limited capacity for brain plasticity. Growth arrest and DNA-damage-inducible protein 45 beta (Gadd45b) has recently been demonstrated as a candidate plasticity-related gene, making it an excellent candidate molecule that has therapeutic potential. Here, we examine whether in vivo blockage of Gadd45b affects axonal plasticity and subsequent functional recovery after focal brain infarction. Adult male Sprague-Dawley rats were subjected to cerebral ischemia by middle cerebral artery occlusion (MCAO). We adopted RNA interference (RNAi) mediated by a lentiviral vector (LV) as a means of suppressing the expression of Gadd45b. Functional recovery was assessed with a battery of tests that measured skilled forelimb reaching and forelimb balance controlling. Axonal reorganization at the level of the red nucleus was revealed by anatomical studies. Axonal regeneration was measured by elevated expression of growth-associated protein 43 (GAP-43). The levels of brain-derived neurotrophic factor (BDNF), cyclic AMP (cAMP), protein kinase A (PKA), and Rho-kinase (ROCK) were determined. Gadd45b-RNAi significantly inhibited axonal plasticity (axonal regeneration and axonal reorganization) after MCAO. This inhibition was paralleled by worse functional recovery performance on several behavioral measures. Gadd45b-RNAi also significantly decreased the expression levels of both BDNF and cAMP/PKA/phosphorylated cAMP response element-binding protein (pCREB) pathway and promoted ROCK expression. We conclude that Gadd45b stimulates recovery after stroke by enhancing axonal plasticity required for brain repair. Pharmacological targeting of Gadd45b provides new opportunities for stroke treatment.",2015,Journal Article,Mol Neurobiol,B. Liu,"Department of Neurology, The Second Affiliated Hospital of Chongqing Medical University, Chongqing, China.
Department of Neurology, The Second Affiliated Hospital of Chongqing Medical University, Chongqing, China. licq9218@163.com.",Excluded,0
30ce5006-0fa1-4030-b16a-299d9c0b3caf,Inhibition of WNK3 Kinase Signaling Reduces Brain Damage and Accelerates Neurological Recovery After Stroke,"BACKGROUND AND PURPOSE: WNK kinases, including WNK3, and the associated downstream Ste20/SPS1-related proline-alanine-rich protein kinase (SPAK) and oxidative stress responsive 1 (OSR1) kinases, comprise an important signaling cascade that regulates the cation-chloride cotransporters. Ischemia-induced stimulation of the bumetanide-sensitive Na(+)-K(+)-Cl(-) cotransporter (NKCC1) plays an important role in the pathophysiology of experimental stroke, but the mechanism of its regulation in this context is unknown. Here, we investigated the WNK3-SPAK/OSR1 pathway as a regulator of NKCC1 stimulation and their collective role in ischemic brain damage. METHOD: Wild-type WNK3 and WNK3 knockout mice were subjected to ischemic stroke via transient middle cerebral artery occlusion. Infarct volume, brain edema, blood brain barrier damage, white matter demyelination, and neurological deficits were assessed. Total and phosphorylated forms of WNK3 and SPAK/OSR1 were assayed by immunoblotting and immunostaining. In vitro ischemia studies in cultured neurons and immature oligodendrocytes were conducted using the oxygen-glucose deprivation/reoxygenation method. RESULTS: WNK3 knockout mice exhibited significantly decreased infarct volume and axonal demyelination, less cerebral edema, and accelerated neurobehavioral recovery compared with WNK3 wild-type mice subjected to middle cerebral artery occlusion. The neuroprotective phenotypes conferred by WNK3 knockout were associated with a decrease in stimulatory hyperphosphorylations of the SPAK/OSR1 catalytic T-loop and of NKCC1 stimulatory sites Thr(203)/Thr(207)/Thr(212), as well as with decreased cell surface expression of NKCC1. Genetic inhibition of WNK3 or small interfering RNA knockdown of SPAK/OSR1 increased the tolerance of cultured primary neurons and oligodendrocytes to in vitro ischemia. CONCLUSIONS: These data identify a novel role for the WNK3-SPAK/OSR1-NKCC1 signaling pathway in ischemic neuroglial injury and suggest the WNK3-SPAK/OSR1 kinase pathway as a therapeutic target for neuroprotection after ischemic stroke.",2015,Journal Article,Stroke,G. Begum,"From the Department of Neurology, University of Pittsburgh, PA, (G.B., H.Y., L.L., S.W., Y.S., D.S.); Department of Neurosurgery, Boston Children's Hospital (K.T.K.), Manton Center for Orphan Diseases (K.T.K.), and Department of Medicine (B.E.S., S.L.A), Harvard Medical School, Boston, MA; Renal Division and Vascular Biology Center, Beth Israel Deaconess Medical Center, Boston, MA (B.E.S., S.L.A); Division of Nephrology, Department of Medicine, Tri-Service General Hospital, National Defense Medical Center, Taipei, Taiwan (S.-S.Y., S.-H.L.); and Veterans Affairs Pittsburgh Health Care System, Geriatric Research, Educational and Clinical Center, PA (D.S).
From the Department of Neurology, University of Pittsburgh, PA, (G.B., H.Y., L.L., S.W., Y.S., D.S.); Department of Neurosurgery, Boston Children's Hospital (K.T.K.), Manton Center for Orphan Diseases (K.T.K.), and Department of Medicine (B.E.S., S.L.A), Harvard Medical School, Boston, MA; Renal Division and Vascular Biology Center, Beth Israel Deaconess Medical Center, Boston, MA (B.E.S., S.L.A); Division of Nephrology, Department of Medicine, Tri-Service General Hospital, National Defense Medical Center, Taipei, Taiwan (S.-S.Y., S.-H.L.); and Veterans Affairs Pittsburgh Health Care System, Geriatric Research, Educational and Clinical Center, PA (D.S). sund@upmc.edu.",Excluded,0
3228e102-1bdd-46d9-b182-4c613ee35e5e,Complement component 3 inhibition by an antioxidant is neuroprotective after cerebral ischemia and reperfusion in mice,"Oxidative stress after stroke is associated with the inflammatory system activation in the brain. The complement cascade, especially the degradation products of complement component 3, is a key inflammatory mediator of cerebral ischemia. We have shown that pro-inflammatory complement component 3 is increased by oxidative stress after ischemic stroke in mice using DNA array. In this study, we investigated whether up-regulation of complement component 3 is directly related to oxidative stress after transient focal cerebral ischemia in mice and oxygen-glucose deprivation in brain cells. Persistent up-regulation of complement component 3 expression was reduced in copper/zinc-superoxide dismutase transgenic mice, and manganese-superoxide dismutase knock-out mice showed highly increased complement component 3 levels after transient focal cerebral ischemia. Antioxidant N-tert-butyl-alpha-phenylnitrone treatment suppressed complement component 3 expression after transient focal cerebral ischemia. Accumulation of complement component 3 in neurons and microglia was decreased by N-tert-butyl-alpha-phenylnitrone, which reduced infarct volume and impaired neurological deficiency after cerebral ischemia and reperfusion in mice. Small interfering RNA specific for complement component 3 transfection showed a significant increase in brain cells viability after oxygen-glucose deprivation. Our study suggests that the neuroprotective effect of antioxidants through complement component 3 suppression is a new strategy for potential therapeutic approaches in stroke.",2013,Journal Article,J Neurochem,J. Yang,"Department of Pharmacology, College of Pharmacy, Sookmyung Women's University, Seoul, Republic of Korea.",Excluded,0
3238d802-7d01-4ee0-ab61-cc43ee1acf4b,Antibodies to the alpha1-adrenergic receptor cause vascular impairments in rat brain as demonstrated by magnetic resonance angiography,"BACKGROUND: Circulating agonistic autoantibodies acting at G protein-coupled receptors have been associated with numerous sever pathologies in humans. Antibodies directed predominantly against the alpha(1)-adrenergig receptor were detected in patients suffering from widespread diseases such as hypertension and type 2 diabetes. Their deleterious action has been demonstrated for peripheral organs. We postulate that antibodies to the alpha(1)-adrenergig receptor are relevant pathomolecules in diseases of the central nervous system associated with vascular impairments. METHODOLOGY/PRINCIPAL FINDINGS: Using a rat model we studied the long-term action of antibodies against the alpha(1)-adrenergig receptor either induced by immunization with a receptor peptide or applied by intravenous injection. The vasculature in the rat brains was investigated by time-of-flight magnetic resonance angiography using a 9.4 Tesla small animal MR imaging system. Visual examination of maximum-intensity-projections (MIPs) of brain angiographs revealed the development of vascular defects in antibody- exposed animals between three and eight months of treatment. Relative vascular areas were derived from representative MIP image sections by grayscale analysis and used to form an index of vascular circulation. Animals exposed to the action of alpha(1)-adrenergig receptor antibodies showed significantly reduced vascular areas (p<0.05). Calculated index values indicated attenuated blood flow in both antibody-treated cohorts compared to their respective controls reaching with (relative units +/- standard error, n = 10) 0.839 +/- 0.026 versus 0.919 +/- 0.026 statistical significance (p<0.05) for peptide-immunized rats. CONCLUSION/SIGNIFICANCE: We present evidence that antibodies to the alpha(1)-adrenergig receptor cause cerebrovascular impairments in the rat. Our findings suggest the pathological significance of these antibodies in pathologies of the human central nervous system linked to impairments of brain vasculature such as stroke and dementia.",2012,Journal Article,PLoS One,P. Karczewski,"ERDE-AAK-Diagnostik GmbH, Berlin, Germany. karczewski@aak-diagnostik.de",Excluded,0
3271044d-b48c-42a0-993f-6961e98e46d3,Mechanisms of enhanced basal tone of brain parenchymal arterioles during early postischemic reperfusion: role of ET-1-induced peroxynitrite generation,"The contributions of vasoconstrictors (endothelin-1 (ET-1), peroxynitrite) and endothelium-dependent vasodilatory mechanisms to basal tone were investigated in parenchymal arterioles (PAs) after early postischemic reperfusion. Transient middle cerebral artery occlusion (tMCAO) was induced for 2 hours with 30 minutes reperfusion in male Wistar rats and compared with ischemia alone (permanent MCAO (pMCAO); 2.5 hours) or sham controls. Changes in lumen diameter of isolated and pressurized PAs were compared. Quantitative PCR was used to measure endothelin type B (ETB) receptors. Constriction to intravascular pressure ('basal tone') was not affected by tMCAO or pMCAO. However, constriction to inhibitors of endothelial cell, small- (SK) and intermediate- (IK) conductance, Ca(2+)-sensitive K(+) channels (apamin and TRAM-34, respectively) were significantly enhanced in PAs from tMCAO compared with pMCAO or sham. Addition of the ETB agonist sarafotoxin caused constriction in PAs from tMCAO but not from sham animals (21 +/- 4% versus 3 +/- 3% at 1 nmol/L; P<0.01) that was inhibited by the peroxynitrite scavenger FeTMPyP (5,10,15,20-tetrakis (N-methyl-4'-pyridyl) porphinato iron (III) chloride) (100 mumol/L). Expression of ETB receptors was not found on PA smooth muscle, suggesting that constriction to sarafotoxin after tMCAO was due to peroxynitrite and not ETB receptor expression. The maintenance of basal tone in PAs after tMCAO may restrict flow to the ischemic region and contribute to infarct expansion.",2013,Journal Article,J Cereb Blood Flow Metab,M. J. Cipolla,"1] Department of Neurological Sciences, University of Vermont College of Medicine, Burlington, Vermont, USA [2] Department of Obstetrics, Gynecology and Reproductive Sciences, University of Vermont College of Medicine, Burlington, Vermont, USA [3] Department of Pharmacology, University of Vermont College of Medicine, Burlington, Vermont, USA.",Excluded,0
327e3389-5b9d-465a-9800-9a52d2921815,Cerebral ischemia and reperfusion increases the heterogeneity of local oxygen supply/consumption balance,"BACKGROUND AND PURPOSE: After cerebral vessel blockage, local blood flow and O2 consumption becomes lower and oxygen extraction increases. With reperfusion, blood flow is partially restored. We examined the effects of ischemia-reperfusion on the heterogeneity of local venous oxygen saturation in rats in order to determine the pattern of microregional O2 supply/consumption balance in reperfusion. METHODS: The middle cerebral artery was blocked for 1 hour using the internal carotid approach in 1 group (n=9) and was then reperfused for 2 hours in another group (n=9) of isoflurane-anesthetized rats. Regional cerebral blood flow was determined using a C(14)-iodoantipyrine autoradiographic technique. Regional small vessel arterial and venous oxygen saturations were determined microspectrophotometrically. RESULTS: After 1 hour of ischemia, local cerebral blood flow (92+/-10 versus 50+/-10 mL/min per 100 g) and O2 consumption (4.5+/-0.6 versus 2.7+/-0.5 mL O2/min per 100 g) decreased compared with the contralateral cortex. Oxygen extraction increased (4.7+/-0.2 versus 5.4+/-0.3 mL O2/100 mL) and the variation in small vein (20-60 mum) O2 saturation as determined by its coefficient of variation (=100xSD/mean) increased (5.5 versus 10.5). With 2 hours of reperfusion, the blood flow decrement was reduced and O2 consumption returned to the value in the contralateral cortex. Oxygen extraction remained elevated in the ischemic-reperfused area and the coefficient of variation of small vein O2 saturation increased further (17.3). CONCLUSIONS: These data indicated continued reduction of O2 supply/consumption balance with reperfusion. They also demonstrated many small regions of low oxygenation within the reperfused cortical region.",2013,Journal Article,Stroke,H. R. Weiss,"Department of Neuroscience and Cell Biology, Rutgers Robert Wood Johnson Medical School, Piscataway, NJ, USA. hweiss@rwjms.rutgers.edu",Excluded,0
32ce7032-719f-4c80-85dd-5c75a4b7d137,Phenotypic changes in immune cell subsets reflect increased infarct volume in male vs. female mice,"Inflammatory responses in the brain after cerebral ischemia have been studied extensively in male mice, but not female mice, thus potentially giving a less-than-accurate view of gender associated pathological processes. In humans, cerebral infarcts are typically smaller in premenopausal females than in age-matched males. In the current study, we confirmed smaller infarcts in female vs. male mice after middle cerebral artery occlusion and 96 h of reperfusion. Moreover, we explored immunological alterations related to this difference and found that the percentage of CD4+ T lymphocytes was significantly higher in spleens in males than females, with increased expression of the activation markers, CD69 and CD44. In contrast, the percentage of CD8+ T lymphocytes was significantly higher in spleens of females than males, leading to the identification of a small but distinct population of IL-10-secreting CD8+CD122+ suppressor T cells that were also increased in females. Finally, we observed that males have a greater percentage of activated macrophages/microglia in the brain than females, as well as increased expression of the VLA-4 adhesion molecule in both brain and spleen. This new information suggesting gender-dependent immunological mechanisms in stroke implies that effective treatments for human stroke may also be gender specific.",2013,Journal Article,Transl Stroke Res,A. Banerjee,,Excluded,0
3313f105-087e-4be9-84a4-c92b9af6dd28,Type IV Collagens and Basement Membrane Diseases: Cell Biology and Pathogenic Mechanisms,"Basement membranes are highly specialized extracellular matrices. Once considered inert scaffolds, basement membranes are now viewed as dynamic and versatile environments that modulate cellular behaviors to regulate tissue development, function, and repair. Increasing evidence suggests that, in addition to providing structural support to neighboring cells, basement membranes serve as reservoirs of growth factors that direct and fine-tune cellular functions. Type IV collagens are a major component of all basement membranes. They evolved along with the earliest multicellular organisms and have been integrated into diverse fundamental biological processes as time and evolution shaped the animal kingdom. The roles of basement membranes in humans are as complex and diverse as their distributions and molecular composition. As a result, basement membrane defects result in multisystem disorders with ambiguous and overlapping boundaries that likely reflect the simultaneous interplay and integration of multiple cellular pathways and processes. Consequently, there will be no single treatment for basement membrane disorders, and therapies are likely to be as varied as the phenotypes. Understanding tissue-specific pathology and the underlying molecular mechanism is the present challenge; personalized medicine will rely upon understanding how a given mutation impacts diverse cellular functions.",2015,Journal Article,Curr Top Membr,M. Mao,"Departments of Ophthalmology and Anatomy, Institute for Human Genetics, UCSF School of Medicine, San Francisco, CA, USA.",Excluded,0
34da03ca-d9e4-48bf-9c3a-003601290f1d,"Long-term post-stroke changes include myelin loss, specific deficits in sensory and motor behaviors and complex cognitive impairment detected using active place avoidance","Persistent neurobehavioral deficits and brain changes need validation for brain restoration. Two hours middle cerebral artery occlusion (tMCAO) or sham surgery was performed in male Sprague-Dawley rats. Neurobehavioral and cognitive deficits were measured over 10 weeks included: (1) sensory, motor, beam balance, reflex/abnormal responses, hindlimb placement, forepaw foot fault and cylinder placement tests, and (2) complex active place avoidance learning (APA) and simple passive avoidance retention (PA). Electroretinogram (ERG), hemispheric loss (infarction), hippocampus CA1 neuronal loss and myelin (Luxol Fast Blue) staining in several fiber tracts were also measured. In comparison to Sham surgery, tMCAO surgery produced significant deficits in all behavioral tests except reflex/abnormal responses. Acute, short lived deficits following tMCAO were observed for forelimb foot fault and forelimb cylinder placement. Persistent, sustained deficits for the whole 10 weeks were exhibited for motor (p<0.001), sensory (p<0.001), beam balance performance (p<0.01) and hindlimb placement behavior (p<0.01). tMCAO produced much greater and prolonged cognitive deficits in APA learning (maximum on last trial of 604+/-83% change, p<0.05) but only a small, comparative effect on PA retention. Hemispheric loss/atrophy was measured 10 weeks after tMCAO and cross-validated by two methods (e.g., almost identical % ischemic hemispheric loss of 33.4+/-3.5% for H&E and of 34.2+/-3.5% for TTC staining). No visual dysfunction by ERG and no hippocampus neuronal loss were detected after tMCAO. Fiber tract damage measured by Luxol Fast Blue myelin staining intensity was significant (p<0.01) in the external capsule and striatum but not in corpus callosum and anterior commissure. In summary, persistent neurobehavioral deficits were validated as important endpoints for stroke restorative research in the future. Fiber myelin loss appears to contribute to these long term behavioral dysfunctions and can be important for cognitive behavioral control necessary for complex APA learning.",2013,Journal Article,PLoS One,J. Zhou,"Department of Neurology, State University of New York Downstate Medical Center, Brooklyn, New York, United States of America. jin.zhou@downstate.edu",Excluded,0
3581b94c-df33-42dd-92b4-1214ab706ebf,A Cyclooxygenase-2 Inhibitor Reduces Vascular Wall Thickness and Ameliorates Cognitive Impairment in a Cerebral Small Vessel Diseases Rat Model,"Cerebral small vessel disease (CSVD) is a group of diseases that originate from changes in cerebral small vessels and that cause many conditions, such as cognitive impairment. However, there is no effective therapy for these diseases. Recent studies have suggested that inflammation is associated with this disease. Cyclooxygenase-2 (cox-2) is an inflammatory mediator; however, whether a cox-2 inhibitor could protect against the CSVD progression remains unknown. In the present study, stroke-prone spontaneously hypertensive rats (SHRsp) were used as a model of CSVD, and Sprague Dawley (SD) rats served as the control. SHRsp were treated with the cox-2 inhibitor celecoxib or vehicle. The Morris water maze test was performed, and vascular morphometry and the expression of collagen I and fibronectin were examined in cerebral small vessels and cerebral tissue. The results revealed that thickened small veesel walls, increased expression of collagen I and fibronectin and impaired cognitive function in SHRsp compared with SD rats. Additionally, celecoxib significantly down-regulated the expression of collagen I and fibronectin, attenuated the increase in vascular wall thickness and ameliorates the cognitive impairment. Our study indicated that this cox-2 inhibitor may serve as a promising candidate for the pharmacological intervention of CSVD.",2015,Journal Article,Curr Alzheimer Res,J. Tang,"Department of Neurology, Shanghai Pudong Hospital, Fudan University Pudong Medical Center, Pudong, Shanghai 201399, China. jianhuifu@126.com.",Excluded,1
367a2ff8-015a-4a0e-a0d2-1d4e80a162ab,Consistent focal cerebral ischemia without posterior cerebral artery occlusion and its real-time monitoring in an intraluminal suture model in mice,"OBJECT: In the intraluminal suture model of middle cerebral artery occlusion (MCAO) in the mouse, disturbance of blood flow from the internal carotid artery to the posterior cerebral artery (PCA) may affect the size of the infarction. In this study, PCA involvement in the model was investigated and modified for consistent MCAO without involving the PCA territory. METHODS: Thirty-seven C57Bl/6 mice were randomly divided into 4 groups according to the length of coating over the tip of the suture (1, 2, 3, or 4 mm) and subjected to transient MCAO for 2 hours. Real-time topographical cerebral blood flow was monitored over both hemispheres by laser speckle flowmetry. After 24 hours of reperfusion, the infarct territories and volumes were evaluated. RESULTS: The 1- and 2-mm coating groups showed all lesions in the MCA territory. In the 3- and 4-mm coating groups, 62.5% and 75% of mice, respectively, showed lesions in both the MCA and the PCA territories and other lesions in the MCA territory. Mice in the 1- and 2-mm coating groups had significantly smaller infarct volumes than the 3- and 4-mm groups. Laser speckle flowmetry was useful to distinguish whether the PCA territory would undergo infarction. CONCLUSIONS: Small changes in the coating length of the intraluminal suture may be critical, and 1-2 mm of coating appeared to be optimal to produce consistent MCAO without involving the PCA territory. Laser speckle flowmetry could predict the territory of infarction and improve the consistency of the infarct size.",2012,Journal Article,J Neurosurg,Y. Akamatsu,"Department of Neurosurgery, Tohoku University Graduate School of Medicine, Sendai 980-8574, Japan. redpine7219@hotmail.co.jp",Excluded,0
368565f0-8ea6-461b-bf92-b20addbe999d,COL4A2 mutation associated with familial porencephaly and small-vessel disease,"Familial porencephaly, leukoencephalopathy and small-vessel disease belong to the spectrum of disorders ascribed to dominant mutations in the gene encoding for type IV collagen alpha-1 (COL4A1). Mice harbouring mutations in either Col4a1 or Col4a2 suffer from porencephaly, hydrocephalus, cerebral and ocular bleeding and developmental defects. We observed porencephaly and white matter lesions in members from two families that lack COL4A1 mutations. We hypothesized that COL4A2 mutations confer genetic predisposition to porencephaly, therefore we sequenced COL4A2 in the family members and characterized clinical, neuroradiological and biochemical phenotypes. Genomic sequencing of COL4A2 identified the heterozygous missense G1389R in exon 44 in one family and the c.3206delC change in exon 34 leading to frame shift and premature stop, in the second family. Fragmentation and duplication of epidermal basement membranes were observed by electron microscopy in a c.3206delC patient skin biopsy, consistent with abnormal collagen IV network. Collagen chain accumulation and endoplasmic reticulum (ER) stress have been proposed as cellular mechanism in COL4A1 mutations. In COL4A2 (3206delC) fibroblasts we detected increased rates of apoptosis and no signs of ER stress. Mutation phenotypes varied, including porencephaly, white matter lesions, cerebellar and optic nerve hypoplasia and unruptured carotid aneurysm. In the second family however, we found evidence for additional factors contributing to the phenotype. We conclude that dominant COL4A2 mutations are a novel major risk factor for familial cerebrovascular disease, including porencephaly and small-vessel disease with reduced penetrance and variable phenotype, which might also be modified by other contributing factors.",2012,Journal Article,Eur J Hum Genet,E. Verbeek,"Department of Clinical Genetics, Erasmus University Medical Center, Rotterdam, The Netherlands.",Excluded,0
3700cbd6-c071-41b5-9353-37099c79cbbe,Genetic susceptibility to cerebrovascular disease,"PURPOSE OF REVIEW: Cerebrovascular disease (CeVD) remains a major cause of death and a leading cause of disability worldwide. CeVD is a complex and multifactorial disease caused by the interaction of vascular risk factors, environment, and genetic factors. In the present article, we discussed genetic susceptibility to CeVD, with particular emphasis on genetic studies of the associations between lipid traits and CeVD. RECENT FINDINGS: Several animal and clinical studies clearly defined genetic predisposition to atherosclerosis and CeVD, and particularly to ischemic stroke. Recent evidence has shown that traditional vascular risk factors explain only a small proportion of variance in atherosclerosis, suggesting that additional nontraditional factors and novel genetic determinants impact CeVD. With the help of genome-wide technology, novel genetic variants have been implicated in CeVD and lipid metabolism such as those in protein convertase subtilisin/kexin type 9 (PCSK9) gene in stroke and familial hypercholesterolemia. These studies are important as they contribute to our understanding of the genetic mechanisms underlying CeVD and to developing more effective CeVD prevention strategies. SUMMARY: CeVD is a complex and multifactorial disease and genetics likely plays an important role in its pathogenesis. The gene-gene and gene-environment interactions of genes involved in biology of vascular disease, including the lipid metabolism are important factors for individual susceptibility to CeVD. Accounting for individual variation in genes, environment and lifestyle will bring us closer to precision medicine, which is an emerging and recently introduced new approach for disease treatment and prevention in clinical practice.",2016,Journal Article,Curr Opin Lipidol,D. Della-Morte,"aDepartment of Neurology, Miller School of Medicine, University of Miami, Miami, Florida, USA bDepartment of Systems Medicine, School of Medicine, University of Rome Tor Vergata cIRCCS San Raffaele Pisana, Rome, Italy.",Excluded,0
375de95f-7d0b-4eba-a140-01822c9a4a9a,Mitochondria autophagy is induced after hypoxic/ischemic stress in a Drp1 dependent manner: the role of inhibition of Drp1 in ischemic brain damage,"Mitochondria dysfunction is implicated in diverse conditions, including metabolic and neurodegenerative disorders. Mitochondrial dynamics has attracted increasing attention as to its relationship with mitochondria autophagy, also known as mitophagy, which is critical for degradation of dysfunctional mitochondria maintaining mitochondrial homeostasis. Mitochondrial fi ssion and its role in clearance of injured mitochondria in acute ischemic injury, however, have not been elucidated yet. Here we showed that hypoxic/ischemic conditions led to fragmentation of mitochondria and induction of mitophagy in permanent middle cerebral artery occlusion (pMCAO) rats and oxygen-glucose deprivation (OGD) PC12 cells. Inhibition of Drp1 by pharmacologic inhibitor or siRNA resulted in accumulation of damaged mitochondria mainly through selectively blocking mitophagy without affecting mitochondrial biogenesis and non-selective autophagy. Drp1 inhibitors increased the infarct volume and aggravated the neurological de fi cits in a rat model of pMCAO. We demonstrated that the devastating role of disturbed mitochondrial fission by inhibiting Drp1 contributed to the damaged mitochondria-mediated injury such as ROS generation, cyt-c release and activation of caspase-3. Taken together, we proved that under hypoxic/ischemic stress a Drp1-dependent mitophagy was triggered which was involved in the removal of damaged mitochondria and cellular survival at the early stage of hypoxic/ischemic injury. Thus, Drp1 related pathway involved in selective removal of dysfunctional mitochondria is proposed as an efficient target for treatment of cerebral ischemia.",2014,Journal Article,Neuropharmacology,W. Zuo,"State Key Laboratory of Bioactive Substances and Functions of Natural Medicines, Department of Pharmacology, Institute of Materia Medica, and Neuroscience Center, Key Laboratory of New Drug Mechanisms and Pharmacological Evaluation Study, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing 100050, China.
Shanxi University of Traditional Chinese Medicine, Taiyuan 030024, China.
State Key Laboratory of Bioactive Substances and Functions of Natural Medicines, Department of Pharmacology, Institute of Materia Medica, and Neuroscience Center, Key Laboratory of New Drug Mechanisms and Pharmacological Evaluation Study, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing 100050, China. Electronic address: chennh@imm.ac.cn.",Excluded,0
