X_id	StudyId	Title	AuthorAddress	fileName	Year	Url	PublicationName.Name	PublicationName.AlternateName	DOI	randomFlag	blindingFlag	sampleFlag	Email	FirstAuthorAddress	FirstAuthorInstitution	FirstAuthorLocation	FirstAuthorCountry	ScreeningInfo.Inclusion	pubdate
67FD2FDA-14AF-474D-96F2-FAC459DA365F	e6e9ec04-10fc-498d-ac0a-c50557be3ac1	Apoptosis signal-regulating kinase 1 is a novel target molecule for cognitive impairment induced by chronic cerebral hypoperfusion	From the Department of Pharmacology and Molecular Therapeutics (K.T., N.K., K.U., Y.H., K.K., T.K., D.S., M.J.M., T.N., S.K.-M.) and Department of Cardiovascular Medicine, Faculty of Life Science (K.T., H.O.), Kumamoto University Graduate School of Medical Sciences, Kumamoto, Japan; Research Fellowship of the Japan Society for the Promotion of Science, Tokyo, Japan (K.T.); Department of Cardiovascular Clinical and Translational Research, Kumamoto University Hospital, Kumamoto, Japan (O.Y.); Department of Neurology, Graduate School of Medicine, Mie University, Tsu, Japan (H.T.); and Laboratory of Cell Signaling, Graduate School of Pharmaceutical Sciences, and Global Center of Excellence (GCOE) Program, The University of Tokyo, Tokyo, Japan (H.I.).	/3394046217/Toyama-2014-Apoptosis signal-reg	2014	http://atvb.ahajournals.org/content/atvbaha/34/3/616.full.pdf	Arterioscler Thromb Vasc Biol	Arteriosclerosis, thrombosis, and vascular biology	10.1161/atvbaha.113.302440	TRUE	TRUE	FALSE		From the Department of Pharmacology and Molecular Therapeutics (K.T., N.K., K.U., Y.H., K.K., T.K., D.S., M.J.M., T.N., S.K.-M.) and Department of Cardiovascular Medicine, Faculty of Life Science (K.T., H.O.), Kumamoto University Graduate School of Medical Sciences, Kumamoto, Japan; Research Fellowship of the Japan Society for the Promotion of Science, Tokyo, Japan (K.T.); Department of Cardiovascular Clinical and Translational Research, Kumamoto University Hospital, Kumamoto, Japan (O.Y.); Department of Neurology, Graduate School of Medicine, Mie University, Tsu, Japan (H.T.); and Laboratory of Cell Signaling, Graduate School of Pharmaceutical Sciences, and Global Center of Excellence (GCOE) Program, The University of Tokyo, Tokyo, Japan (H.I.).	from the department of pharmacology and molecular therapeutics  and department of cardiovascular medicine, kumamoto university graduate school of medical sciences, japan  department of cardiovascular clinical and translational research, kumamoto university hospital, kumamoto university hospital, graduate school of medicine, mie university, graduate school of pharmaceutical sciences, the university of tokyo	Tokyo, Japan	japan	1	2013/12/29
678BA85E-DA17-4F04-A3C5-687D5ED06EF4	28c8bb34-c5e1-4229-9f8b-3041951928db	Archetypal Arg169Cys mutation in NOTCH3 does not drive the pathogenesis in cerebral autosomal dominant arteriopathy with subcortical infarcts and leucoencephalopathy via a loss-of-function mechanism	From the INSERM, U740 and Univ Paris Diderot, Sorbonne Cite, UMR S740, Paris, France (E.C., C.B.-M., V.D.-D., S.C., C.F., M.M.-L., A.J.); and Laboratory of Angiogenesis & Neurovascular Link, Vesalius Research Center, VIB-KU Leuven, Leuven, Belgium (M.D.).	/2293636760/Cognat-2014-Archetypal Arg169Cys	2014	http://stroke.ahajournals.org/content/strokeaha/45/3/842.full.pdf	Stroke	Stroke	10.1161/strokeaha.113.003339	FALSE	TRUE	FALSE		From the INSERM, U740 and Univ Paris Diderot, Sorbonne Cite, UMR S740, Paris, France (E.C., C.B.-M., V.D.-D., S.C., C.F., M.M.-L., A.J.); and Laboratory of Angiogenesis & Neurovascular Link, Vesalius Research Center, VIB-KU Leuven, Leuven, Belgium (M.D.).	from the inserm, vesalius research center	VIB-KU Leuven, Leuven, Belgium	belgium	1	2014/01/16
534422EC-E3E1-4B66-931E-6F73D22D75BA	0ba8b00e-f8aa-46e1-9e5f-63399c8d4b0c	Brain-derived neurotrophic factor administration mediated oligodendrocyte differentiation and myelin formation in subcortical ischemic stroke	From the Department of Neurology and Stroke Center, Neuroscience and Cerebrovascular Research Laboratory, La Paz University Hospital, Neuroscience Area of IdiPAZ Health Research Institute, Autonoma University of Madrid, Madrid, Spain (J.R.-C., M.G.-F., L.O.-O., B.R.-F., B.F., M.T.V.-C., E.D.-T.); and Laboratory for Imaging and Spectroscopy by Magnetic Resonance (LISMAR), Institute of Biomedical Research Alberto Sols, CSIC-UAM, Madrid, Spain (T.N.H., S.C.).\rFrom the Department of Neurology and Stroke Center, Neuroscience and Cerebrovascular Research Laboratory, La Paz University Hospital, Neuroscience Area of IdiPAZ Health Research Institute, Autonoma University of Madrid, Madrid, Spain (J.R.-C., M.G.-F., L.O.-O., B.R.-F., B.F., M.T.V.-C., E.D.-T.); and Laboratory for Imaging and Spectroscopy by Magnetic Resonance (LISMAR), Institute of Biomedical Research Alberto Sols, CSIC-UAM, Madrid, Spain (T.N.H., S.C.). exuperio.diez@salud.madrid.org mariagutierrezfdez@hotmail.com.	/1660175475/Ramos-Cejudo-2015-Brain-derived neurot	2015	http://stroke.ahajournals.org/content/strokeaha/46/1/221.full.pdf	Stroke	Stroke	10.1161/strokeaha.114.006692	TRUE	TRUE	TRUE	exuperio.diez@salud.madrid.org mariagutierrezfdez@hotmail.com.	From the Department of Neurology and Stroke Center, Neuroscience and Cerebrovascular Research Laboratory, La Paz University Hospital, Neuroscience Area of IdiPAZ Health Research Institute, Autonoma University of Madrid, Madrid, Spain (J.R.-C., M.G.-F., L.O.-O., B.R.-F., B.F., M.T.V.-C., E.D.-T.); and Laboratory for Imaging and Spectroscopy by Magnetic Resonance (LISMAR), Institute of Biomedical Research Alberto Sols, CSIC-UAM, Madrid, Spain (T.N.H., S.C.).	la paz university hospital, neuroscience area of idipaz health research institute, autonoma university of madrid, institute of biomedical research alberto sols	CSIC-UAM, Madrid, Spain	spain	1	2014/11/15
94695B25-72BA-46A9-962F-D777AE42E5DC	24fa45c4-6e38-4d01-9881-82f9b2b695dd	Brain edema and blood-brain barrier opening after photothrombotic ischemia in rat	Namegata District General Hospital, Namegata, Ibaraki, Japan. tkuroiwa-nsu@umin.ac.jp	/0750625399/Kuroiwa-2013-Brain edema and bloo	2013	http://download.springer.com/static/pdf/941/chp%253A10.1007%252F978-3-7091-1434-6_2.pdf?originUrl=http%3A%2F%2Flink.springer.com%2Fchapter%2F10.1007%2F978-3-7091-1434-6_2&token2=exp=1484113705~acl=%2Fstatic%2Fpdf%2F941%2Fchp%25253A10.1007%25252F978-3-7091-1434-6_2.pdf%3ForiginUrl%3Dhttp%253A%252F%252Flink.springer.com%252Fchapter%252F10.1007%252F978-3-7091-1434-6_2*~hmac=5d4507aeecb862693eb28394d97aed897da7176410c0c61e307598176f7a9037	Acta Neurochir Suppl	Acta neurochirurgica. Supplement	10.1007/978-3-7091-1434-6_2	FALSE	FALSE	FALSE	nsu@umin.ac.jp	Namegata District General Hospital, Namegata, Ibaraki, Japan. tkuroiwa-nsu@umin.ac.jp	namegata district general hospital	Namegata, Ibaraki, Japan tkuroiwa-	japan	1	2013/07/24
3F4E52C1-0FF5-4154-BC45-A636187B642F	78b19153-70b3-4b96-ac1c-076c76ec4c4b	CART attenuates endoplasmic reticulum stress response induced by cerebral ischemia and reperfusion through upregulating BDNF synthesis and secretion	Department of Physiology and Pathophysiology, School of Basic Medical Sciences, Peking University Health Science Center, Beijing, People's Republic of China.	/0793436228/Qiu-2013-CART attenuates endo	2013	http://ac.els-cdn.com/S0006291X13009844/1-s2.0-S0006291X13009844-main.pdf?_tid=dbd36188-d7d3-11e6-80ed-00000aacb362&acdnat=1484121740_bf5c46fd9dd5ade5097da0088d5bdf92	Biochem Biophys Res Commun	Biochemical and biophysical research communications	10.1016/j.bbrc.2013.05.142	FALSE	FALSE	FALSE		Department of Physiology and Pathophysiology, School of Basic Medical Sciences, Peking University Health Science Center, Beijing, People's Republic of China.	peking university health science center	Beijing, People's Republic of China	china	1	2013/06/19
501AB084-521E-4B38-A117-DCDB29ECDEFB	c4f8c731-60ae-4a6e-985b-acd470a61de7	Cerebral small vessel disease-related protease HtrA1 processes latent TGF-beta binding protein 1 and facilitates TGF-beta signaling	Institute for Stroke and Dementia Research, Klinikum der Universitat Munchen, Ludwig Maximilians University, 81377 Munich, Germany;\rInstitute of Molecular Immunology, Helmholtz-Zentrum Munchen, 81377 Munich, Germany;\rCentre for Medical Biotechnology, Faculty of Biology, University of Duisburg-Essen, 45141 Essen, Germany;\rCentre for Medical Biotechnology, Faculty of Biology, University of Duisburg-Essen, 45141 Essen, Germany; Emeritus Group Structure Research, Max Planck Institute of Biochemistry, 82152 Martinsried, Germany; Center for Integrated Protein Science at the Department of Chemistry, Lehrstuhl fur Biochemie, Technische Unversitat Munchen, 85748 Garching, Germany; School of Biosciences, Cardiff University, Cardiff CF10 3US, Wales, United Kingdom; christof.haffner@med.uni-muenchen.de huber@biochem.mpg.de martin.dichgans@med.uni-muenchen.de.\rDepartment of Molecular Neuroscience and Neurogenetics Laboratory, University College London (UCL) Institute of Neurology and The National Hospital for Neurology and Neurosurgery, London WC1N 3BG, United Kingdom;\rStroke Research Group, Department of Brain Repair and Rehabilitation, UCL Institute of Neurology and The National Hospital for Neurology and Neurosurgery, London WC1N 3BG, United Kingdom; and.\rInstitute for Stroke and Dementia Research, Klinikum der Universitat Munchen, Ludwig Maximilians University, 81377 Munich, Germany; christof.haffner@med.uni-muenchen.de huber@biochem.mpg.de martin.dichgans@med.uni-muenchen.de.\rInstitute for Stroke and Dementia Research, Klinikum der Universitat Munchen, Ludwig Maximilians University, 81377 Munich, Germany; Munich Cluster for Systems Neurology (SyNergy), 80336 Munich, Germany christof.haffner@med.uni-muenchen.de huber@biochem.mpg.de martin.dichgans@med.uni-muenchen.de.	/3504127677/Beaufort-2014-Cerebral small vesse	2014	http://www.pnas.org/content/111/46/16496.full.pdf	Proc Natl Acad Sci U S A	Proceedings of the National Academy of Sciences of the United States of America	10.1073/pnas.1418087111	FALSE	FALSE	FALSE	christof.haffner@med.uni-muenchen.de huber@biochem.mpg.de martin.dichgans@med.uni-muenchen.de. christof.haffner@med.uni-muenchen.de huber@biochem.mpg.de martin.dichgans@med.uni-muenchen.de. christof.haffner@med.uni-muenchen.de huber@biochem.mpg.de martin.dichgans@med.uni-muenchen.de.	Institute for Stroke and Dementia Research, Klinikum der Universitat Munchen, Ludwig Maximilians University, 81377 Munich, Germany;	institute for stroke and dementia research, klinikum der universitat munchen, klinikum der universitat munchen, ludwig maximilians university	Munich, Germany	germany	1	2014/11/06
8D1756BB-5364-4201-9484-4A16D7BAC398	5892f035-1923-45be-ac54-98852608d3fb	Cerebral small vessel endothelial structural changes predate hypertension in stroke-prone spontaneously hypertensive rats: a blinded, controlled immunohistochemical study of 5- to 21-week-old rats	Division of Clinical Neurosciences Centre for Molecular Medicine, Institute of Genetics and Molecular Medicine, University of Edinburgh, Western General Hospital, UK.	/1835238243/Bailey-2011-Cerebral small vesse	2011	http://onlinelibrary.wiley.com/store/10.1111/j.1365-2990.2011.01170.x/asset/j.1365-2990.2011.01170.x.pdf?v=1&t=ixshv8rm&s=80a38c1aad8d9e02c908c01658aadf7cb22041d2	Neuropathol Appl Neurobiol	Neuropathology and applied neurobiology	10.1111/j.1365-2990.2011.01170.x					Division of Clinical Neurosciences Centre for Molecular Medicine, Institute of Genetics and Molecular Medicine, University of Edinburgh, Western General Hospital, UK.	division of clinical neurosciences centre for molecular medicine, institute of genetics and molecular medicine, university of edinburgh, western general hospital	UK	united kingdom	1	2011/03/12
725338AA-DD9C-45FD-ABDB-3458CBE3806F	ad2e1d21-8915-4072-ab6a-12a17d011450	Combined two-photon laser-scanning microscopy and spectral microCT X-ray imaging to characterize the cellular signature and evolution of microstroke foci	Department of Molecular Physiology, University of Saarland, Homburg, Germany.		2012		Rom J Morphol Embryol	Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie						Department of Molecular Physiology, University of Saarland, Homburg, Germany.	university of saarland	Homburg, Germany	germany	1	2012/12/05
B621349A-2196-4F9C-9FDB-FAEC5749F8DD	3e3d1aa1-b1d6-4d86-a9db-d7e71fa10cd1	Comorbid rat model of ischemia and beta-amyloid toxicity: striatal and cortical degeneration	CIHR Group on Vascular Cognitive Impairment, Department of Anatomy and Cell Biology, Western University, London, ON, Canada.	/0158751063/Amtul-2015-Comorbid rat model o	2015	http://onlinelibrary.wiley.com/store/10.1111/bpa.12149/asset/bpa12149.pdf?v=1&t=ixshv1vy&s=ba110761c59fb300b07c2b4680e7e9634fe0129b	Brain Pathol	Brain pathology (Zurich, Switzerland)	10.1111/bpa.12149	TRUE	TRUE	FALSE		CIHR Group on Vascular Cognitive Impairment, Department of Anatomy and Cell Biology, Western University, London, ON, Canada.	western university	London, ON, Canada	united kingdom	1	2014/04/15
7511C87A-750B-4103-93B2-5CC24263E4A6	a069c030-6f93-4704-9182-74f697228bce	Concurrent silent strokes impair motor function by limiting behavioral compensation	Canadian Centre for Behavioural Neuroscience, University of Lethbridge, Lethbridge, AB, Canada T1K 3M4. jamshid.faraji@uleth.ca	/0317099486/Faraji-2012-Concurrent silent st	2012	http://ac.els-cdn.com/S0014488612002051/1-s2.0-S0014488612002051-main.pdf?_tid=fe8db7fc-d7bd-11e6-9c15-00000aab0f27&acdnat=1484112350_f215a9b2519a7e67c521f19593371e9f	Exp Neurol	Experimental neurology	10.1016/j.expneurol.2012.05.007	TRUE	FALSE	FALSE	jamshid.faraji@uleth.ca	Canadian Centre for Behavioural Neuroscience, University of Lethbridge, Lethbridge, AB, Canada T1K 3M4. jamshid.faraji@uleth.ca	university of lethbridge	Lethbridge, AB, Canada T1K 3M4	canada	1	2012/05/23
8D5B26B7-DC96-4F73-9BDC-EDA3A771E35A	6c8e22b9-9f78-4cd9-b10e-e7c8ba65b32d	Differential gene expression in multiple neurological, inflammatory and connective tissue pathways in a spontaneous model of human small vessel stroke	Centre for Clinical Brain Sciences, University of Edinburgh, Western General Hospital, Edinburgh; Department of Bioengineering, Imperial College London, London.	/2254676271/Bailey-2014-Differential gene ex	2014	http://onlinelibrary.wiley.com/store/10.1111/nan.12116/asset/nan12116.pdf?v=1&t=ixshvh2b&s=a038caa1ebad4725c0ada0d7bf97d7eba6e775df	Neuropathol Appl Neurobiol	Neuropathology and applied neurobiology	10.1111/nan.12116	TRUE	TRUE	FALSE		Centre for Clinical Brain Sciences, University of Edinburgh, Western General Hospital, Edinburgh; Department of Bioengineering, Imperial College London, London.	centre for clinical brain sciences, university of edinburgh, western general hospital, imperial college london	London	united kingdom	1	2014/01/15
E3A98D5B-5C75-47E6-9F30-A89428B39A55	1c8786df-688c-47e1-9fca-f06cf9468a92	Do microemboli reach the brain penetrating arteries?	Vascular Surgery Service, San Francisco Department of Veterans Affairs Medical Center, San Francisco, California 94121, USA.	/2308195677/Zhu-2012-Do microemboli reach	2012	http://ac.els-cdn.com/S0022480411008195/1-s2.0-S0022480411008195-main.pdf?_tid=4d223ade-d7d5-11e6-8ddb-00000aab0f6b&acdnat=1484122360_d4e967814f011115e5e9cfeeeaade599	J Surg Res	The Journal of surgical research	10.1016/j.jss.2011.09.059					Vascular Surgery Service, San Francisco Department of Veterans Affairs Medical Center, San Francisco, California 94121, USA.	san francisco department of veterans affairs medical center	San Francisco, California , USA	united states of america	1	2012/01/21
866DE88F-B389-44B2-A0E3-455A87F148E2	add1fe18-5c11-40a7-bc89-95ff9f413bb4	Early white matter changes in CADASIL: evidence of segmental intramyelinic oedema in a pre-clinical mouse model		/2495084643/Cognat-2014-Early white matter c	2014	http://download.springer.com/static/pdf/222/art%253A10.1186%252F2051-5960-2-49.pdf?originUrl=http%3A%2F%2Factaneurocomms.biomedcentral.com%2Farticle%2F10.1186%2F2051-5960-2-49&token2=exp=1484112367~acl=%2Fstatic%2Fpdf%2F222%2Fart%25253A10.1186%25252F2051-5960-2-49.pdf*~hmac=f3c4dcfb7926317cf0e0ec55d9521aace0c489237f11835cb45ae37fc0045698	Acta Neuropathol Commun	Acta neuropathologica communications	10.1186/2051-5960-2-49	TRUE	TRUE	FALSE			NA	NA	NA	1	2014/06/03
