X_id	StudyId	Title	AuthorAddress	fileName	Year	Url	PublicationName.Name	PublicationName.AlternateName	DOI	randomFlag	blindingFlag	sampleFlag	Email	FirstAuthorAddress	FirstAuthorInstitution	FirstAuthorLocation	FirstAuthorCountry	ScreeningInfo.Inclusion	pubdate
AC0B087D-4D2B-4B40-93ED-DCDD7F984BBA	120fc020-b344-4a9f-9b18-0ff18685e178	[Subcortical ischemic vascular dementia: lesson from hereditary cerebral small vessel disease]	Department of Neurology, Graduate School of Medical Science, Kyoto Prefectural University of Medicine.		2015		Brain Nerve	Brain and nerve = Shinkei kenkyu no shinpo	10.11477/mf.1416200156					Department of Neurology, Graduate School of Medical Science, Kyoto Prefectural University of Medicine.	kyoto prefectural university of medicine.	NA, Kyoto Prefectural University of Medicine	japan	0	2015/04/08
A1B8DB62-F613-45FD-8122-5FEBE4368BEE	c6233fdc-ed86-4c42-9c71-cf7ba2f81847	[TGF-beta family signaling contributes to human cerebral small vessel disease]	Department of Molecular Neuroscience, Resource Branch for Brain Disease, Niigata University.		2011		Rinsho Shinkeigaku	Rinsho shinkeigaku = Clinical neurology						Department of Molecular Neuroscience, Resource Branch for Brain Disease, Niigata University.	niigata university.	NA, Niigata University	japan	0	2012/01/27
054615F5-C82B-4B05-82A6-BF5361127041	2d44cfc9-1f4a-42bd-84ca-70f5e58d116c	2-(3',5'-Dimethoxybenzylidene) cyclopentanone, a novel synthetic small-molecule compound, provides neuroprotective effects against ischemic stroke	Jiangsu Key Laboratory of Translational Research and Therapy for Neuro-Psycho-Diseases, Department of Pharmacology, Laboratory of Cerebrovascular Pharmacology, College of Pharmaceutical Science, Soochow University, Suzhou 215123, China; Jiangsu Key Laboratory of Preventive and Translational Medicine for Geriatric Diseases, School of Public Health, Soochow University, Suzhou 215123, China.\rDepartment of Emergency, The First Affiliated Hospital of Soochow University, Suzhou 215006, China.\rGuangzhou Institute of Traumatic Surgery, Guangzhou Red Cross Hospital, Medical College, Jinan University, Guangzhou 510220, China.\rThe Second High School Attached to Beijing Normal University, Beijing 100091, China.\rJiangsu Key Laboratory of Translational Research and Therapy for Neuro-Psycho-Diseases, Department of Pharmacology, Laboratory of Cerebrovascular Pharmacology, College of Pharmaceutical Science, Soochow University, Suzhou 215123, China; Jiangsu Key Laboratory of Preventive and Translational Medicine for Geriatric Diseases, School of Public Health, Soochow University, Suzhou 215123, China. Electronic address: huilingzhang07@hotmail.com.\rJiangsu Key Laboratory of Translational Research and Therapy for Neuro-Psycho-Diseases, Department of Pharmacology, Laboratory of Cerebrovascular Pharmacology, College of Pharmaceutical Science, Soochow University, Suzhou 215123, China; Jiangsu Key Laboratory of Preventive and Translational Medicine for Geriatric Diseases, School of Public Health, Soochow University, Suzhou 215123, China. Electronic address: aoguizhen@suda.edu.cn.	/4288800002/Gu-2016-2-(3',5'-Dimethoxybe	2016	http://ac.els-cdn.com/S0306452215010519/1-s2.0-S0306452215010519-main.pdf?_tid=34477810-d7be-11e6-961f-00000aacb35d&acdnat=1484112440_02506f1d8fe53adfa13adcf9f769969c	Neuroscience	Neuroscience	10.1016/j.neuroscience.2015.11.052	TRUE	FALSE	FALSE	huilingzhang07@hotmail.com. aoguizhen@suda.edu.cn.	Jiangsu Key Laboratory of Translational Research and Therapy for Neuro-Psycho-Diseases, Department of Pharmacology, Laboratory of Cerebrovascular Pharmacology, College of Pharmaceutical Science, Soochow University, Suzhou 215123, China; Jiangsu Key Laboratory of Preventive and Translational Medicine for Geriatric Diseases, School of Public Health, Soochow University, Suzhou 215123, China.	department of pharmacology, laboratory of cerebrovascular pharmacology, college of pharmaceutical science, college of pharmaceutical science, soochow university, school of public health, soochow university	Suzhou 215123, China	china	0	2015/12/15
B765CE33-B708-4714-9066-26295025F948	a06a91f4-c71a-448c-a2dd-414ee5fed15b	5-imino-1,2,4-thiadiazoles: first small molecules as substrate competitive inhibitors of glycogen synthase kinase 3	Instituto de Quimica Medica-CSIC, Juan de la Cierva 3, 28006 Madrid, Spain.	/3875024374/Palomo-2012-5-imino-1,2,4-thiadi	2012	http://pubs.acs.org/doi/pdfplus/10.1021/jm201463v	J Med Chem	Journal of medicinal chemistry	10.1021/jm201463v					Instituto de Quimica Medica-CSIC, Juan de la Cierva 3, 28006 Madrid, Spain.	instituto de quimica medica-csic	Juan de la Cierva 3,  Madrid, Spain	spain	0	2012/01/20
F448835F-B654-4BE9-BA15-47714E73AC6E	70ff82a4-6c40-4f9d-bbd2-3868bc9e6638	64Cu-Labeled Divalent Cystine Knot Peptide for Imaging Carotid Atherosclerotic Plaques	Department of Nuclear Medicine, Zhongshan Hospital, Fudan University, Shanghai, China; and Molecular Imaging Program at Stanford (MIPS), Department of Radiology and Bio-X Program, Canary Center at Stanford for Cancer Early Detection, Stanford University, Stanford, California.\rMolecular Imaging Program at Stanford (MIPS), Department of Radiology and Bio-X Program, Canary Center at Stanford for Cancer Early Detection, Stanford University, Stanford, California.\rMolecular Imaging Program at Stanford (MIPS), Department of Radiology and Bio-X Program, Canary Center at Stanford for Cancer Early Detection, Stanford University, Stanford, California zcheng@stanford.edu.\rDepartment of Nuclear Medicine, Zhongshan Hospital, Fudan University, Shanghai, China; and.	/0624926649/Jiang-2015-64Cu-Labeled Divalen	2015	http://jnm.snmjournals.org/content/56/6/939.full.pdf	J Nucl Med	Journal of nuclear medicine : official publication, Society of Nuclear Medicine	10.2967/jnumed.115.155176	FALSE	FALSE	FALSE	zcheng@stanford.edu	Department of Nuclear Medicine, Zhongshan Hospital, Fudan University, Shanghai, China; and Molecular Imaging Program at Stanford (MIPS), Department of Radiology and Bio-X Program, Canary Center at Stanford for Cancer Early Detection, Stanford University, Stanford, California.	zhongshan hospital, fudan university, stanford university	Stanford, California	united states of america	0	2015/04/25
0AF93C73-68DE-44CC-B4DA-DC2AB87B89FA	8764b884-f11b-4070-89b2-b0202b8afd60	7,8-dihydroxyflavone, a small-molecule tropomyosin-related kinase B (TrkB) agonist, attenuates cerebral ischemia and reperfusion injury in rats	Department of Human Anatomy, Histology and Embryology, China Medical University, 92 Bei'er Road, Shenyang, 110001, Liaoning, People's Republic of China.	/4186604967/Wang-2014-7,8-dihydroxyflavone	2014	http://download.springer.com/static/pdf/604/art%253A10.1007%252Fs10735-013-9539-y.pdf?originUrl=http%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs10735-013-9539-y&token2=exp=1484123068~acl=%2Fstatic%2Fpdf%2F604%2Fart%25253A10.1007%25252Fs10735-013-9539-y.pdf%3ForiginUrl%3Dhttp%253A%252F%252Flink.springer.com%252Farticle%252F10.1007%252Fs10735-013-9539-y*~hmac=7b52cfd7602229df15bd990ad81edf03acb750af2903afc90427f8e35f8d1d24	J Mol Histol	Journal of molecular histology	10.1007/s10735-013-9539-y					Department of Human Anatomy, Histology and Embryology, China Medical University, 92 Bei'er Road, Shenyang, 110001, Liaoning, People's Republic of China.	china medical university	9 Bei'er Road, Shenyang, 1, Liaoning, People's Republic of China	china	0	2013/09/21
EAA22B05-14DF-45A0-9B9E-6787C6DAC884	7c648bb0-f24f-47af-ae43-cdb3e8e6211b	A comparison of 2 stroke devices: the new Aperio clot-removal device and the solitaire AB/FR	Clinic for Diagnostic and Interventional Neuroradiology, Saarland University Hospital, Homburg/Saar, Germany. Christian.roth@uks.eu	/3229053557/Roth-2012-A comparison of 2 st	2012	http://www.ajnr.org/content/33/7/1317.full.pdf	AJNR Am J Neuroradiol	AJNR. American journal of neuroradiology	10.3174/ajnr.A2962	TRUE	TRUE	FALSE	Christian.roth@uks.eu	Clinic for Diagnostic and Interventional Neuroradiology, Saarland University Hospital, Homburg/Saar, Germany. Christian.roth@uks.eu	clinic for diagnostic and interventional neuroradiology, saarland university hospital, saarland university hospital	HomburgSaar, Germany.	germany	0	2012/02/04
4DDBFD28-EB20-4DCB-9967-039AE967C3BC	3581b94c-df33-42dd-92b4-1214ab706ebf	A Cyclooxygenase-2 Inhibitor Reduces Vascular Wall Thickness and Ameliorates Cognitive Impairment in a Cerebral Small Vessel Diseases Rat Model	Department of Neurology, Shanghai Pudong Hospital, Fudan University Pudong Medical Center, Pudong, Shanghai 201399, China. jianhuifu@126.com.		2015		Curr Alzheimer Res	Current Alzheimer research					jianhuifu@126.com	Department of Neurology, Shanghai Pudong Hospital, Fudan University Pudong Medical Center, Pudong, Shanghai 201399, China. jianhuifu@126.com.	shanghai pudong hospital, fudan university pudong medical center, fudan university pudong medical center, fudan university pudong medical center	Pudong, Shanghai 9, China .	china	1	2015/07/15
7D2C2DE8-E42A-44F1-ACBE-C33AEBDAEA46	8c1c200b-693c-4ff0-816a-594c2bcecff5	A dense poly(ethylene glycol) coating improves penetration of large polymeric nanoparticles within brain tissue	Center for Nanomedicine at the Wilmer Eye Institute, Johns Hopkins University School of Medicine, Baltimore, MD 21231, USA.	/1672371691/Nance-2012-A dense poly(ethylen	2012	http://stm.sciencemag.org/content/scitransmed/4/149/149ra119.full.pdf	Sci Transl Med	Science translational medicine	10.1126/scitranslmed.3003594					Center for Nanomedicine at the Wilmer Eye Institute, Johns Hopkins University School of Medicine, Baltimore, MD 21231, USA.	center for nanomedicine at the wilmer eye institute, johns hopkins university school of medicine, johns hopkins university school of medicine, johns hopkins university school of medicine	Baltimore, MD , USA	united states of america	0	2012/08/31
891226C3-AB8B-410D-B732-B71801B2DEA5	832a90d1-46d3-4278-8af4-31b555649147	A derivative of the CRMP2 binding compound lanthionine ketimine provides neuroprotection in a mouse model of cerebral ischemia	Department of Medicinal and Biological Chemistry, College of Pharmacy and Pharmaceutical Sciences, University of Toledo, OH, USA.	/1836331531/Nada-2012-A derivative of the	2012	http://ac.els-cdn.com/S0197018612002987/1-s2.0-S0197018612002987-main.pdf?_tid=9b9fd722-d7d3-11e6-949f-00000aab0f26&acdnat=1484121633_7fc831e31ccb9983e1fdb70e4e9d4f89	Neurochem Int	Neurochemistry international	10.1016/j.neuint.2012.09.013	TRUE	TRUE	FALSE		Department of Medicinal and Biological Chemistry, College of Pharmacy and Pharmaceutical Sciences, University of Toledo, OH, USA.	college of pharmacy and pharmaceutical sciences, university of toledo	OH, USA	united states of america	0	2012/10/06
A7682AE9-BC6A-44D0-AB87-364C251ED5DB	7a556f2e-7e3c-4844-a454-0bfd151a3852	A dietary polyphenol resveratrol acts to provide neuroprotection in recurrent stroke models by regulating AMPK and SIRT1 signaling, thereby reducing energy requirements during ischemia	Department of Neurobiology, Shandong Provincial Key Laboratory of Mental Disorders, School of Medicine, Shandong University, Jinan, Shandong, 250012, China. limeiwang@sdu.edu.cn	/2405034173/Wang-2013-A dietary polyphenol	2013	http://onlinelibrary.wiley.com/store/10.1111/ejn.12162/asset/ejn12162.pdf?v=1&t=ixsnupn1&s=994082176ec8b30407d6e44830308e1739126ab1	Eur J Neurosci	The European journal of neuroscience	10.1111/ejn.12162	TRUE	FALSE	FALSE	limeiwang@sdu.edu.cn	Department of Neurobiology, Shandong Provincial Key Laboratory of Mental Disorders, School of Medicine, Shandong University, Jinan, Shandong, 250012, China. limeiwang@sdu.edu.cn	shandong university	Jinan, Shandong,  China	china	0	2013/03/07
6E34C6A6-FD34-4123-A629-A98D9F808F0A	2e61a677-7527-4f40-8ceb-16a4667dcf5f	A low mortality rat model to assess delayed cerebral vasospasm after experimental subarachnoid hemorrhage	Department of Neurosurgery, SUNY Upstate Medical University, USA.	/3017277659/Dudhani-2013-A low mortality rat	2013	http://www.jove.com/pdf/4157/jove-protocol-4157-a-low-mortality-rat-model-to-assess-delayed-cerebral-vasospasm-after	J Vis Exp	Journal of visualized experiments : JoVE	10.3791/4157	FALSE	TRUE	FALSE		Department of Neurosurgery, SUNY Upstate Medical University, USA.	suny upstate medical university	USA	united states of america	0	2013/01/29
2A89AE66-CECF-47B8-AB66-31DA8A8CF571	fe622c82-4979-41dc-bf48-948f20166f9e	A mouse model of small-vessel disease that produces brain-wide-identified microocclusions and regionally selective neuronal injury	1] Department of Psychiatry, Kinsmen Laboratory of Neurological Research, Vancouver, British Columbia, Canada [2] Brain Research Centre, University of British Columbia, Vancouver, British Columbia, Canada.\rDepartment of Psychiatry, Kinsmen Laboratory of Neurological Research, Vancouver, British Columbia, Canada.		2015		J Cereb Blood Flow Metab	Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism	10.1038/jcbfm.2015.8					1] Department of Psychiatry, Kinsmen Laboratory of Neurological Research, Vancouver, British Columbia, Canada [2] Brain Research Centre, University of British Columbia, Vancouver, British Columbia, Canada.	canada [ brain research centre, university of british columbia	Vancouver, British Columbia, Canada	canada	1	2015/02/19
BF3C6ADD-57AB-4B12-ACE0-379655824407	0771e796-7d5e-4066-b60e-30b0085ca4b1	A new generation of radiofluorinated pyrimidine-2,4,6-triones as MMP-targeted radiotracers for positron emission tomography	Department of Nuclear Medicine, University Hospital Munster, Albert-Schweitzer-Campus 1, Building A1, D-48149 Munster, Germany.	/0495515531/Schrigten-2012-A new generation of	2012	http://pubs.acs.org/doi/pdfplus/10.1021/jm201142w	J Med Chem	Journal of medicinal chemistry	10.1021/jm201142w	FALSE	FALSE	FALSE		Department of Nuclear Medicine, University Hospital Munster, Albert-Schweitzer-Campus 1, Building A1, D-48149 Munster, Germany.	university hospital munster	Albert-Schweitzer-Campus 1, Building A1, D- Munster, Germany	germany	0	2011/11/29
92A7C356-68E9-4781-8E9B-248F984142B9	d413bfaf-abb0-4882-9629-fdb24530eb37	A new micro-computed tomography-based high-resolution blood-brain barrier imaging technique to study ischemic stroke	From the Molecular Imaging and Neurovascular Research (MINER) Laboratory, Department of Neurology, Dongguk University Ilsan Hospital, Goyang, Korea (J.-Y.P., S.-K.L., J.-Y.K., K.-H.J., D.-E.K.); and Departments of Radiology and Experimental Diagnostic Imaging, University of Texas MD Anderson Cancer Center, Houston (D.S.).\rFrom the Molecular Imaging and Neurovascular Research (MINER) Laboratory, Department of Neurology, Dongguk University Ilsan Hospital, Goyang, Korea (J.-Y.P., S.-K.L., J.-Y.K., K.-H.J., D.-E.K.); and Departments of Radiology and Experimental Diagnostic Imaging, University of Texas MD Anderson Cancer Center, Houston (D.S.). kdongeog@duih.org.	/1883269145/Park-2014-A new micro-computed	2014	http://stroke.ahajournals.org/content/strokeaha/45/8/2480.full.pdf	Stroke	Stroke	10.1161/strokeaha.114.006297	TRUE	TRUE	FALSE	kdongeog@duih.org	From the Molecular Imaging and Neurovascular Research (MINER) Laboratory, Department of Neurology, Dongguk University Ilsan Hospital, Goyang, Korea (J.-Y.P., S.-K.L., J.-Y.K., K.-H.J., D.-E.K.); and Departments of Radiology and Experimental Diagnostic Imaging, University of Texas MD Anderson Cancer Center, Houston (D.S.).	dongguk university ilsan hospital, university of texas md anderson cancer center, university of texas md anderson cancer center	Houston	united states of america	0	2014/07/12
209A7F3E-73CA-42FC-A4B7-6785E010EDDD	8434e4c2-50d9-4825-b8cc-657c66c1ea4c	A novel embolic middle cerebral artery occlusion model induced by thrombus formed in common carotid artery in rat	Beijing Key Laboratory of Drug Target and Screening Research, Institute of Materia Medica, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing 100050, China.\rShandong Ehua Biopharmaceutical Co., Ltd., Shandong 252201, China; Shandong Dong-e E-Jiao Co., Ltd., Shandong 252201, China.\rShandong Dong-e E-Jiao Co., Ltd., Shandong 252201, China.\rShandong Ehua Biopharmaceutical Co., Ltd., Shandong 252201, China.\rBeijing Key Laboratory of Drug Target and Screening Research, Institute of Materia Medica, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing 100050, China. Electronic address: dugh@imm.ac.cn.	/3757785259/Ma-2015-A novel embolic midd	2015	http://ac.els-cdn.com/S0022510X15024508/1-s2.0-S0022510X15024508-main.pdf?_tid=76da57dc-d7d3-11e6-88a9-00000aacb35e&acdnat=1484121571_5dffc3d0b837fab1834b57a5d3d5fa8a	J Neurol Sci	Journal of the neurological sciences	10.1016/j.jns.2015.09.362	TRUE	TRUE	FALSE	dugh@imm.ac.cn	Beijing Key Laboratory of Drug Target and Screening Research, Institute of Materia Medica, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing 100050, China.	institute of materia medica, chinese academy of medical sciences & peking union medical college, chinese academy of medical sciences & peking union medical college	Beijing 0, China	china	1	2015/12/17
540BD3BF-A6D8-4D4E-8299-CC715960FA66	d6a428e7-34ad-4946-91e9-9759c5b0bca1	A novel embolic stroke model resembling lacunar infarction following proximal middle cerebral artery occlusion in beagle dogs	Department of Radiology, The First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu 210029, China.	/0276581283/Liu-2012-A novel embolic stro	2012	http://ac.els-cdn.com/S0165027012002221/1-s2.0-S0165027012002221-main.pdf?_tid=4f7bf114-d7d3-11e6-848b-00000aacb35d&acdnat=1484121505_678f29ee1746f8e165b47580cab2d61e	J Neurosci Methods	Journal of neuroscience methods	10.1016/j.jneumeth.2012.06.009					Department of Radiology, The First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu 210029, China.	the first affiliated hospital of nanjing medical university	Nanjing, Jiangsu 9, China	china	1	2012/06/23
26788B9E-E32D-4FE1-9858-9D4B34FAC764	8ab4c904-82e3-4778-83c4-978efa6e3c78	A novel haemodynamic cerebral aneurysm model of rats with normal blood pressure	Department of Neurosurgery, Shanghai Tenth People's Hospital, Tongji University School of Medicine, 301 Middle Yanchang Road, Shanghai, China.	/2081336406/Cai-2012-A novel haemodynamic	2012	http://ac.els-cdn.com/S0967586811004875/1-s2.0-S0967586811004875-main.pdf?_tid=67cb0b08-d7bd-11e6-aca7-00000aacb35d&acdnat=1484112097_2b758ab7fd3433814909c57b471e8521	J Clin Neurosci	Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia	10.1016/j.jocn.2011.07.023	TRUE	FALSE	FALSE		Department of Neurosurgery, Shanghai Tenth People's Hospital, Tongji University School of Medicine, 301 Middle Yanchang Road, Shanghai, China.	shanghai tenth people's hospital, tongji university school of medicine, tongji university school of medicine	Middle Yanchang Road, Shanghai, China	china	0	2011/12/14
FDBA41BF-26CA-461F-B038-8C9202345A85	973b7ab0-a165-4ed4-ba72-f474c001ef06	A novel model of large vessel ischemic stroke in rabbits: microcatheter occlusion of the posterior cerebral artery	Departments of Radiology and Biomedical Imaging, San Francisco, California, USA Neurology University of California, San Francisco, California, USA.\rDepartments of Radiology and Biomedical Imaging, San Francisco, California, USA.	/3717366845/English-2015-A novel model of lar	2015	http://jnis.bmj.com/content/neurintsurg/7/5/363.full.pdf	J Neurointerv Surg	Journal of neurointerventional surgery	10.1136/neurintsurg-2013-011063	FALSE	TRUE	FALSE		Departments of Radiology and Biomedical Imaging, San Francisco, California, USA Neurology University of California, San Francisco, California, USA.	usa neurology university of california san francisco	San Francisco, California, USA	united states of america	0	2014/04/15
BF1880E0-3E59-4C30-8B6F-7353ECF5BAA0	9724555f-7962-4a35-ac09-b46b6330323c	A novel mouse model of subcortical infarcts with dementia	Departments of Regenerative Medicine and.\rInvestigative Radiology, National Cerebral and Cardiovascular Center, Suita, Osaka 565-8565 Japan.\rDepartment of Neurology, Kyoto University Graduate School of Medicine, Kyoto 606-8507 Japan, and.\rDepartments of Regenerative Medicine and Department of Neurology, Kyoto University Graduate School of Medicine, Kyoto 606-8507 Japan, and.\rDepartment of Neurology, Kyoto University Graduate School of Medicine, Kyoto 606-8507 Japan, and Department of Stroke and Cerebrovascular Diseases, National Cerebral and Cardiovascular Center, Osaka 565-8565 Japan.\rDepartment of Stroke and Cerebrovascular Diseases, National Cerebral and Cardiovascular Center, Osaka 565-8565 Japan.\rDepartments of Regenerative Medicine and Department of Stroke and Cerebrovascular Diseases, National Cerebral and Cardiovascular Center, Osaka 565-8565 Japan ihara@ncvc.go.jp.	/1888703232/Hattori-2015-A novel mouse model	2015	http://www.jneurosci.org/content/jneuro/35/9/3915.full.pdf	J Neurosci	The Journal of neuroscience : the official journal of the Society for Neuroscience	10.1523/jneurosci.3970-14.2015	TRUE	FALSE	FALSE	ihara@ncvc.go.jp	Departments of Regenerative Medicine and.		Departments of Regenerative Medicine and	germany	1	2015/03/06
786B3F22-9D98-4BD3-BA65-998EB077B4C2	18728c11-411c-4957-ae14-5991cc67e7ac	A novel natural product inspired scaffold with robust neurotrophic, neurogenic and neuroprotective action	Chemical Biology, CSIR- Indian Institute of Chemical Technology, Tarnaka, Uppal Road, Hyderabad 500007, India.\rCSIR- Centre for Cellular and Molecular Biology, Habsiguda, Uppal Road, Hyderabad 500007, India.\rNatural Products Chemistry, CSIR- Indian Institute of Chemical Technology, Tarnaka, Uppal Road, Hyderabad 500007, India.\rDepartment of Pediatrics and Department of Pathology and Cell Biology, College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA.\rSchool of Chemistry, University of Hyderabad, Hyderabad; 500046, India.		2015		Sci Rep	Scientific reports	10.1038/srep14134					Chemical Biology, CSIR- Indian Institute of Chemical Technology, Tarnaka, Uppal Road, Hyderabad 500007, India.	csir- indian institute of chemical technology	Tarnaka, Uppal Road, Hyderabad 7, India	india	0	2015/09/22
